source,target,type
Andorra,Kosovo,UTC+01:00
Andorra,Republic of the Congo,UTC+01:00
France,Libya,UTC+01:00
France,Gabon,UTC+01:00
France,North Macedonia,UTC+01:00
France,United Kingdom,UTC+01:00
France,Niger,UTC+01:00
France,Croatia,UTC+01:00
France,Algeria,UTC+01:00
France,Netherlands,UTC+01:00
France,Liechtenstein,UTC+01:00
France,Monaco,UTC+01:00
France,Montenegro,UTC+01:00
France,Namibia,UTC+01:00
France,Germany,UTC+01:00
France,Sweden,UTC+01:00
France,Bosnia and Herzegovina,UTC+01:00
France,Spain,UTC+01:00
France,Slovenia,UTC+01:00
France,San Marino,UTC+01:00
France,Luxembourg,UTC+01:00
France,Equatorial Guinea,UTC+01:00
France,Denmark,UTC+01:00
France,Cameroon,UTC+01:00
France,DR Congo,UTC+01:00
France,Czechia,UTC+01:00
France,Vatican City,UTC+01:00
France,Austria,UTC+01:00
France,Norway,UTC+01:00
France,Central African Republic,UTC+01:00
France,Slovakia,UTC+01:00
France,Angola,UTC+01:00
France,Malta,UTC+01:00
France,Nigeria,UTC+01:00
France,Albania,UTC+01:00
France,Serbia,UTC+01:00
France,Poland,UTC+01:00
France,Chad,UTC+01:00
France,Belgium,UTC+01:00
France,Kosovo,UTC+01:00
France,Republic of the Congo,UTC+01:00
Libya,Gabon,UTC+01:00
Libya,North Macedonia,UTC+01:00
Libya,United Kingdom,UTC+01:00
Libya,Niger,UTC+01:00
Libya,Croatia,UTC+01:00
Libya,Algeria,UTC+01:00
Libya,Netherlands,UTC+01:00
Libya,Liechtenstein,UTC+01:00
Libya,Monaco,UTC+01:00
Libya,Montenegro,UTC+01:00
Libya,Namibia,UTC+01:00
Libya,Germany,UTC+01:00
Libya,Sweden,UTC+01:00
Libya,Bosnia and Herzegovina,UTC+01:00
Libya,Spain,UTC+01:00
Libya,Slovenia,UTC+01:00
Libya,San Marino,UTC+01:00
Libya,Luxembourg,UTC+01:00
Libya,Equatorial Guinea,UTC+01:00
Libya,Denmark,UTC+01:00
Libya,Cameroon,UTC+01:00
Libya,DR Congo,UTC+01:00
Libya,Czechia,UTC+01:00
Libya,Vatican City,UTC+01:00
Libya,Austria,UTC+01:00
Libya,Norway,UTC+01:00
Libya,Central African Republic,UTC+01:00
Libya,Slovakia,UTC+01:00
Libya,Angola,UTC+01:00
Libya,Malta,UTC+01:00
Libya,Nigeria,UTC+01:00
Libya,Albania,UTC+01:00
Libya,Serbia,UTC+01:00
Libya,Poland,UTC+01:00
Libya,Chad,UTC+01:00
Libya,Belgium,UTC+01:00
Libya,Kosovo,UTC+01:00
Libya,Republic of the Congo,UTC+01:00
Gabon,North Macedonia,UTC+01:00
Gabon,United Kingdom,UTC+01:00
Gabon,Niger,UTC+01:00
Gabon,Croatia,UTC+01:00
Gabon,Algeria,UTC+01:00
Gabon,Netherlands,UTC+01:00
Gabon,Liechtenstein,UTC+01:00
Gabon,Monaco,UTC+01:00
Gabon,Montenegro,UTC+01:00
Gabon,Namibia,UTC+01:00
Gabon,Germany,UTC+01:00
Gabon,Sweden,UTC+01:00
Gabon,Bosnia and Herzegovina,UTC+01:00
Gabon,Spain,UTC+01:00
Gabon,Slovenia,UTC+01:00
Gabon,San Marino,UTC+01:00
Gabon,Luxembourg,UTC+01:00
Gabon,Equatorial Guinea,UTC+01:00
Gabon,Denmark,UTC+01:00
Gabon,Cameroon,UTC+01:00
Gabon,DR Congo,UTC+01:00
Gabon,Czechia,UTC+01:00
Gabon,Vatican City,UTC+01:00
Gabon,Austria,UTC+01:00
Gabon,Norway,UTC+01:00
Gabon,Central African Republic,UTC+01:00
Gabon,Slovakia,UTC+01:00
Gabon,Angola,UTC+01:00
Gabon,Malta,UTC+01:00
Gabon,Nigeria,UTC+01:00
Gabon,Albania,UTC+01:00
Gabon,Serbia,UTC+01:00
Gabon,Poland,UTC+01:00
Gabon,Chad,UTC+01:00
Gabon,Belgium,UTC+01:00
Gabon,Kosovo,UTC+01:00
Gabon,Republic of the Congo,UTC+01:00
North Macedonia,United Kingdom,UTC+01:00
North Macedonia,Niger,UTC+01:00
North Macedonia,Croatia,UTC+01:00
North Macedonia,Algeria,UTC+01:00
North Macedonia,Netherlands,UTC+01:00
North Macedonia,Liechtenstein,UTC+01:00
North Macedonia,Monaco,UTC+01:00
North Macedonia,Montenegro,UTC+01:00
North Macedonia,Namibia,UTC+01:00
North Macedonia,Germany,UTC+01:00
North Macedonia,Sweden,UTC+01:00
North Macedonia,Bosnia and Herzegovina,UTC+01:00
North Macedonia,Spain,UTC+01:00
North Macedonia,Slovenia,UTC+01:00
North Macedonia,San Marino,UTC+01:00
North Macedonia,Luxembourg,UTC+01:00
North Macedonia,Equatorial Guinea,UTC+01:00
North Macedonia,Denmark,UTC+01:00
North Macedonia,Cameroon,UTC+01:00
North Macedonia,DR Congo,UTC+01:00
North Macedonia,Czechia,UTC+01:00
North Macedonia,Vatican City,UTC+01:00
North Macedonia,Austria,UTC+01:00
North Macedonia,Norway,UTC+01:00
North Macedonia,Central African Republic,UTC+01:00
North Macedonia,Slovakia,UTC+01:00
North Macedonia,Angola,UTC+01:00
North Macedonia,Malta,UTC+01:00
North Macedonia,Nigeria,UTC+01:00
North Macedonia,Albania,UTC+01:00
North Macedonia,Serbia,UTC+01:00
North Macedonia,Poland,UTC+01:00
North Macedonia,Chad,UTC+01:00
North Macedonia,Belgium,UTC+01:00
North Macedonia,Kosovo,UTC+01:00
North Macedonia,Republic of the Congo,UTC+01:00
United Kingdom,Niger,UTC+01:00
United Kingdom,Croatia,UTC+01:00
United Kingdom,Algeria,UTC+01:00
United Kingdom,Netherlands,UTC+01:00
United Kingdom,Liechtenstein,UTC+01:00
United Kingdom,Monaco,UTC+01:00
United Kingdom,Montenegro,UTC+01:00
United Kingdom,Namibia,UTC+01:00
United Kingdom,Germany,UTC+01:00
United Kingdom,Sweden,UTC+01:00
United Kingdom,Bosnia and Herzegovina,UTC+01:00
United Kingdom,Spain,UTC+01:00
United Kingdom,Slovenia,UTC+01:00
United Kingdom,San Marino,UTC+01:00
United Kingdom,Luxembourg,UTC+01:00
United Kingdom,Equatorial Guinea,UTC+01:00
United Kingdom,Denmark,UTC+01:00
United Kingdom,Cameroon,UTC+01:00
United Kingdom,DR Congo,UTC+01:00
United Kingdom,Czechia,UTC+01:00
United Kingdom,Vatican City,UTC+01:00
United Kingdom,Austria,UTC+01:00
United Kingdom,Norway,UTC+01:00
United Kingdom,Central African Republic,UTC+01:00
United Kingdom,Slovakia,UTC+01:00
United Kingdom,Angola,UTC+01:00
United Kingdom,Malta,UTC+01:00
United Kingdom,Nigeria,UTC+01:00
United Kingdom,Albania,UTC+01:00
United Kingdom,Serbia,UTC+01:00
United Kingdom,Poland,UTC+01:00
United Kingdom,Chad,UTC+01:00
United Kingdom,Belgium,UTC+01:00
United Kingdom,Kosovo,UTC+01:00
United Kingdom,Republic of the Congo,UTC+01:00
Niger,Croatia,UTC+01:00
Niger,Algeria,UTC+01:00
Niger,Netherlands,UTC+01:00
Niger,Liechtenstein,UTC+01:00
Niger,Monaco,UTC+01:00
Niger,Montenegro,UTC+01:00
Niger,Namibia,UTC+01:00
Niger,Germany,UTC+01:00
Niger,Sweden,UTC+01:00
Niger,Bosnia and Herzegovina,UTC+01:00
Niger,Spain,UTC+01:00
Niger,Slovenia,UTC+01:00
Niger,San Marino,UTC+01:00
Niger,Luxembourg,UTC+01:00
Niger,Equatorial Guinea,UTC+01:00
Niger,Denmark,UTC+01:00
Niger,Cameroon,UTC+01:00
Niger,DR Congo,UTC+01:00
Niger,Czechia,UTC+01:00
Niger,Vatican City,UTC+01:00
Niger,Austria,UTC+01:00
Niger,Norway,UTC+01:00
Niger,Central African Republic,UTC+01:00
Niger,Slovakia,UTC+01:00
Niger,Angola,UTC+01:00
Niger,Malta,UTC+01:00
Niger,Nigeria,UTC+01:00
Niger,Albania,UTC+01:00
Niger,Serbia,UTC+01:00
Niger,Poland,UTC+01:00
Niger,Chad,UTC+01:00
Niger,Belgium,UTC+01:00
Niger,Kosovo,UTC+01:00
Niger,Republic of the Congo,UTC+01:00
Croatia,Algeria,UTC+01:00
Croatia,Netherlands,UTC+01:00
Croatia,Liechtenstein,UTC+01:00
Croatia,Monaco,UTC+01:00
Croatia,Montenegro,UTC+01:00
Croatia,Namibia,UTC+01:00
Croatia,Germany,UTC+01:00
Croatia,Sweden,UTC+01:00
Croatia,Bosnia and Herzegovina,UTC+01:00
Croatia,Spain,UTC+01:00
Croatia,Slovenia,UTC+01:00
Croatia,San Marino,UTC+01:00
Croatia,Luxembourg,UTC+01:00
Croatia,Equatorial Guinea,UTC+01:00
Croatia,Denmark,UTC+01:00
Croatia,Cameroon,UTC+01:00
Croatia,DR Congo,UTC+01:00
Croatia,Czechia,UTC+01:00
Croatia,Vatican City,UTC+01:00
Croatia,Austria,UTC+01:00
Croatia,Norway,UTC+01:00
Croatia,Central African Republic,UTC+01:00
Croatia,Slovakia,UTC+01:00
Croatia,Angola,UTC+01:00
Croatia,Malta,UTC+01:00
Croatia,Nigeria,UTC+01:00
Croatia,Albania,UTC+01:00
Croatia,Serbia,UTC+01:00
Croatia,Poland,UTC+01:00
Croatia,Chad,UTC+01:00
Croatia,Belgium,UTC+01:00
Croatia,Kosovo,UTC+01:00
Croatia,Republic of the Congo,UTC+01:00
Algeria,Netherlands,UTC+01:00
Algeria,Liechtenstein,UTC+01:00
Algeria,Monaco,UTC+01:00
Algeria,Montenegro,UTC+01:00
Algeria,Namibia,UTC+01:00
Algeria,Germany,UTC+01:00
Algeria,Sweden,UTC+01:00
Algeria,Bosnia and Herzegovina,UTC+01:00
Algeria,Spain,UTC+01:00
Algeria,Slovenia,UTC+01:00
Algeria,San Marino,UTC+01:00
Algeria,Luxembourg,UTC+01:00
Algeria,Equatorial Guinea,UTC+01:00
Algeria,Denmark,UTC+01:00
Algeria,Cameroon,UTC+01:00
Algeria,DR Congo,UTC+01:00
Algeria,Czechia,UTC+01:00
Algeria,Vatican City,UTC+01:00
Algeria,Austria,UTC+01:00
Algeria,Norway,UTC+01:00
Algeria,Central African Republic,UTC+01:00
Algeria,Slovakia,UTC+01:00
Algeria,Angola,UTC+01:00
Algeria,Malta,UTC+01:00
Algeria,Nigeria,UTC+01:00
Algeria,Albania,UTC+01:00
Algeria,Serbia,UTC+01:00
Algeria,Poland,UTC+01:00
Algeria,Chad,UTC+01:00
Algeria,Belgium,UTC+01:00
Algeria,Kosovo,UTC+01:00
Algeria,Republic of the Congo,UTC+01:00
Netherlands,Liechtenstein,UTC+01:00
Netherlands,Monaco,UTC+01:00
Netherlands,Montenegro,UTC+01:00
Netherlands,Namibia,UTC+01:00
Netherlands,Germany,UTC+01:00
Netherlands,Sweden,UTC+01:00
Netherlands,Bosnia and Herzegovina,UTC+01:00
Netherlands,Spain,UTC+01:00
Netherlands,Slovenia,UTC+01:00
Netherlands,San Marino,UTC+01:00
Netherlands,Luxembourg,UTC+01:00
Netherlands,Equatorial Guinea,UTC+01:00
Netherlands,Denmark,UTC+01:00
Netherlands,Cameroon,UTC+01:00
Netherlands,DR Congo,UTC+01:00
Netherlands,Czechia,UTC+01:00
Netherlands,Vatican City,UTC+01:00
Netherlands,Austria,UTC+01:00
Netherlands,Norway,UTC+01:00
Netherlands,Central African Republic,UTC+01:00
Netherlands,Slovakia,UTC+01:00
Netherlands,Angola,UTC+01:00
Netherlands,Malta,UTC+01:00
Netherlands,Nigeria,UTC+01:00
Netherlands,Albania,UTC+01:00
Netherlands,Serbia,UTC+01:00
Netherlands,Poland,UTC+01:00
Netherlands,Chad,UTC+01:00
Netherlands,Belgium,UTC+01:00
Netherlands,Kosovo,UTC+01:00
Netherlands,Republic of the Congo,UTC+01:00
Liechtenstein,Monaco,UTC+01:00
Liechtenstein,Montenegro,UTC+01:00
Liechtenstein,Namibia,UTC+01:00
Liechtenstein,Germany,UTC+01:00
Liechtenstein,Sweden,UTC+01:00
Liechtenstein,Bosnia and Herzegovina,UTC+01:00
Liechtenstein,Spain,UTC+01:00
Liechtenstein,Slovenia,UTC+01:00
Liechtenstein,San Marino,UTC+01:00
Liechtenstein,Luxembourg,UTC+01:00
Liechtenstein,Equatorial Guinea,UTC+01:00
Liechtenstein,Denmark,UTC+01:00
Liechtenstein,Cameroon,UTC+01:00
Liechtenstein,DR Congo,UTC+01:00
Liechtenstein,Czechia,UTC+01:00
Liechtenstein,Vatican City,UTC+01:00
Liechtenstein,Austria,UTC+01:00
Liechtenstein,Norway,UTC+01:00
Liechtenstein,Central African Republic,UTC+01:00
Liechtenstein,Slovakia,UTC+01:00
Liechtenstein,Angola,UTC+01:00
Liechtenstein,Malta,UTC+01:00
Liechtenstein,Nigeria,UTC+01:00
Liechtenstein,Albania,UTC+01:00
Liechtenstein,Serbia,UTC+01:00
Liechtenstein,Poland,UTC+01:00
Liechtenstein,Chad,UTC+01:00
Liechtenstein,Belgium,UTC+01:00
Liechtenstein,Kosovo,UTC+01:00
Liechtenstein,Republic of the Congo,UTC+01:00
Monaco,Montenegro,UTC+01:00
Monaco,Namibia,UTC+01:00
Monaco,Germany,UTC+01:00
Monaco,Sweden,UTC+01:00
Monaco,Bosnia and Herzegovina,UTC+01:00
Monaco,Spain,UTC+01:00
Monaco,Slovenia,UTC+01:00
Monaco,San Marino,UTC+01:00
Monaco,Luxembourg,UTC+01:00
Monaco,Equatorial Guinea,UTC+01:00
Monaco,Denmark,UTC+01:00
Monaco,Cameroon,UTC+01:00
Monaco,DR Congo,UTC+01:00
Monaco,Czechia,UTC+01:00
Monaco,Vatican City,UTC+01:00
Monaco,Austria,UTC+01:00
Monaco,Norway,UTC+01:00
Monaco,Central African Republic,UTC+01:00
Monaco,Slovakia,UTC+01:00
Monaco,Angola,UTC+01:00
Monaco,Malta,UTC+01:00
Monaco,Nigeria,UTC+01:00
Monaco,Albania,UTC+01:00
Monaco,Serbia,UTC+01:00
Monaco,Poland,UTC+01:00
Monaco,Chad,UTC+01:00
Monaco,Belgium,UTC+01:00
Monaco,Kosovo,UTC+01:00
Monaco,Republic of the Congo,UTC+01:00
Montenegro,Namibia,UTC+01:00
Montenegro,Germany,UTC+01:00
Montenegro,Sweden,UTC+01:00
Montenegro,Bosnia and Herzegovina,UTC+01:00
Montenegro,Spain,UTC+01:00
Montenegro,Slovenia,UTC+01:00
Montenegro,San Marino,UTC+01:00
Montenegro,Luxembourg,UTC+01:00
Montenegro,Equatorial Guinea,UTC+01:00
Montenegro,Denmark,UTC+01:00
Montenegro,Cameroon,UTC+01:00
Montenegro,DR Congo,UTC+01:00
Montenegro,Czechia,UTC+01:00
Montenegro,Vatican City,UTC+01:00
Montenegro,Austria,UTC+01:00
Montenegro,Norway,UTC+01:00
Montenegro,Central African Republic,UTC+01:00
Montenegro,Slovakia,UTC+01:00
Montenegro,Angola,UTC+01:00
Montenegro,Malta,UTC+01:00
Montenegro,Nigeria,UTC+01:00
Montenegro,Albania,UTC+01:00
Montenegro,Serbia,UTC+01:00
Montenegro,Poland,UTC+01:00
Montenegro,Chad,UTC+01:00
Montenegro,Belgium,UTC+01:00
Montenegro,Kosovo,UTC+01:00
Montenegro,Republic of the Congo,UTC+01:00
Namibia,Germany,UTC+01:00
Namibia,Sweden,UTC+01:00
Namibia,Bosnia and Herzegovina,UTC+01:00
Namibia,Spain,UTC+01:00
Namibia,Slovenia,UTC+01:00
Namibia,San Marino,UTC+01:00
Namibia,Luxembourg,UTC+01:00
Namibia,Equatorial Guinea,UTC+01:00
Namibia,Denmark,UTC+01:00
Namibia,Cameroon,UTC+01:00
Namibia,DR Congo,UTC+01:00
Namibia,Czechia,UTC+01:00
Namibia,Vatican City,UTC+01:00
Namibia,Austria,UTC+01:00
Namibia,Norway,UTC+01:00
Namibia,Central African Republic,UTC+01:00
Namibia,Slovakia,UTC+01:00
Namibia,Angola,UTC+01:00
Namibia,Malta,UTC+01:00
Namibia,Nigeria,UTC+01:00
Namibia,Albania,UTC+01:00
Namibia,Serbia,UTC+01:00
Namibia,Poland,UTC+01:00
Namibia,Chad,UTC+01:00
Namibia,Belgium,UTC+01:00
Namibia,Kosovo,UTC+01:00
Namibia,Republic of the Congo,UTC+01:00
Germany,Sweden,UTC+01:00
Germany,Bosnia and Herzegovina,UTC+01:00
Germany,Spain,UTC+01:00
Germany,Slovenia,UTC+01:00
Germany,San Marino,UTC+01:00
Germany,Luxembourg,UTC+01:00
Germany,Equatorial Guinea,UTC+01:00
Germany,Denmark,UTC+01:00
Germany,Cameroon,UTC+01:00
Germany,DR Congo,UTC+01:00
Germany,Czechia,UTC+01:00
Germany,Vatican City,UTC+01:00
Germany,Austria,UTC+01:00
Germany,Norway,UTC+01:00
Germany,Central African Republic,UTC+01:00
Germany,Slovakia,UTC+01:00
Germany,Angola,UTC+01:00
Germany,Malta,UTC+01:00
Germany,Nigeria,UTC+01:00
Germany,Albania,UTC+01:00
Germany,Serbia,UTC+01:00
Germany,Poland,UTC+01:00
Germany,Chad,UTC+01:00
Germany,Belgium,UTC+01:00
Germany,Kosovo,UTC+01:00
Germany,Republic of the Congo,UTC+01:00
Sweden,Bosnia and Herzegovina,UTC+01:00
Sweden,Spain,UTC+01:00
Sweden,Slovenia,UTC+01:00
Sweden,San Marino,UTC+01:00
Sweden,Luxembourg,UTC+01:00
Sweden,Equatorial Guinea,UTC+01:00
Sweden,Denmark,UTC+01:00
Sweden,Cameroon,UTC+01:00
Sweden,DR Congo,UTC+01:00
Sweden,Czechia,UTC+01:00
Sweden,Vatican City,UTC+01:00
Sweden,Austria,UTC+01:00
Sweden,Norway,UTC+01:00
Sweden,Central African Republic,UTC+01:00
Sweden,Slovakia,UTC+01:00
Sweden,Angola,UTC+01:00
Sweden,Malta,UTC+01:00
Sweden,Nigeria,UTC+01:00
Sweden,Albania,UTC+01:00
Sweden,Serbia,UTC+01:00
Sweden,Poland,UTC+01:00
Sweden,Chad,UTC+01:00
Sweden,Belgium,UTC+01:00
Sweden,Kosovo,UTC+01:00
Sweden,Republic of the Congo,UTC+01:00
Bosnia and Herzegovina,Spain,UTC+01:00
Bosnia and Herzegovina,Slovenia,UTC+01:00
Bosnia and Herzegovina,San Marino,UTC+01:00
Bosnia and Herzegovina,Luxembourg,UTC+01:00
Bosnia and Herzegovina,Equatorial Guinea,UTC+01:00
Bosnia and Herzegovina,Denmark,UTC+01:00
Bosnia and Herzegovina,Cameroon,UTC+01:00
Bosnia and Herzegovina,DR Congo,UTC+01:00
Bosnia and Herzegovina,Czechia,UTC+01:00
Bosnia and Herzegovina,Vatican City,UTC+01:00
Bosnia and Herzegovina,Austria,UTC+01:00
Bosnia and Herzegovina,Norway,UTC+01:00
Bosnia and Herzegovina,Central African Republic,UTC+01:00
Bosnia and Herzegovina,Slovakia,UTC+01:00
Bosnia and Herzegovina,Angola,UTC+01:00
Bosnia and Herzegovina,Malta,UTC+01:00
Bosnia and Herzegovina,Nigeria,UTC+01:00
Bosnia and Herzegovina,Albania,UTC+01:00
Bosnia and Herzegovina,Serbia,UTC+01:00
Bosnia and Herzegovina,Poland,UTC+01:00
Bosnia and Herzegovina,Chad,UTC+01:00
Bosnia and Herzegovina,Belgium,UTC+01:00
Bosnia and Herzegovina,Kosovo,UTC+01:00
Bosnia and Herzegovina,Republic of the Congo,UTC+01:00
Spain,Slovenia,UTC+01:00
Spain,San Marino,UTC+01:00
Spain,Luxembourg,UTC+01:00
Spain,Equatorial Guinea,UTC+01:00
Spain,Denmark,UTC+01:00
Spain,Cameroon,UTC+01:00
Spain,DR Congo,UTC+01:00
Spain,Czechia,UTC+01:00
Spain,Vatican City,UTC+01:00
Spain,Austria,UTC+01:00
Spain,Norway,UTC+01:00
Spain,Central African Republic,UTC+01:00
Spain,Slovakia,UTC+01:00
Spain,Angola,UTC+01:00
Spain,Malta,UTC+01:00
Spain,Nigeria,UTC+01:00
Spain,Albania,UTC+01:00
Spain,Serbia,UTC+01:00
Spain,Poland,UTC+01:00
Spain,Chad,UTC+01:00
Spain,Belgium,UTC+01:00
Spain,Kosovo,UTC+01:00
Spain,Republic of the Congo,UTC+01:00
Slovenia,San Marino,UTC+01:00
Slovenia,Luxembourg,UTC+01:00
Slovenia,Equatorial Guinea,UTC+01:00
Slovenia,Denmark,UTC+01:00
Slovenia,Cameroon,UTC+01:00
Slovenia,DR Congo,UTC+01:00
Slovenia,Czechia,UTC+01:00
Slovenia,Vatican City,UTC+01:00
Slovenia,Austria,UTC+01:00
Slovenia,Norway,UTC+01:00
Slovenia,Central African Republic,UTC+01:00
Slovenia,Slovakia,UTC+01:00
Slovenia,Angola,UTC+01:00
Slovenia,Malta,UTC+01:00
Slovenia,Nigeria,UTC+01:00
Slovenia,Albania,UTC+01:00
Slovenia,Serbia,UTC+01:00
Slovenia,Poland,UTC+01:00
Slovenia,Chad,UTC+01:00
Slovenia,Belgium,UTC+01:00
Slovenia,Kosovo,UTC+01:00
Slovenia,Republic of the Congo,UTC+01:00
San Marino,Luxembourg,UTC+01:00
San Marino,Equatorial Guinea,UTC+01:00
San Marino,Denmark,UTC+01:00
San Marino,Cameroon,UTC+01:00
San Marino,DR Congo,UTC+01:00
San Marino,Czechia,UTC+01:00
San Marino,Vatican City,UTC+01:00
San Marino,Austria,UTC+01:00
San Marino,Norway,UTC+01:00
San Marino,Central African Republic,UTC+01:00
San Marino,Slovakia,UTC+01:00
San Marino,Angola,UTC+01:00
San Marino,Malta,UTC+01:00
San Marino,Nigeria,UTC+01:00
San Marino,Albania,UTC+01:00
San Marino,Serbia,UTC+01:00
San Marino,Poland,UTC+01:00
San Marino,Chad,UTC+01:00
San Marino,Belgium,UTC+01:00
San Marino,Kosovo,UTC+01:00
San Marino,Republic of the Congo,UTC+01:00
Luxembourg,Equatorial Guinea,UTC+01:00
Luxembourg,Denmark,UTC+01:00
Luxembourg,Cameroon,UTC+01:00
Luxembourg,DR Congo,UTC+01:00
Luxembourg,Czechia,UTC+01:00
Luxembourg,Vatican City,UTC+01:00
Luxembourg,Austria,UTC+01:00
Luxembourg,Norway,UTC+01:00
Luxembourg,Central African Republic,UTC+01:00
Luxembourg,Slovakia,UTC+01:00
Luxembourg,Angola,UTC+01:00
Luxembourg,Malta,UTC+01:00
Luxembourg,Nigeria,UTC+01:00
Luxembourg,Albania,UTC+01:00
Luxembourg,Serbia,UTC+01:00
Luxembourg,Poland,UTC+01:00
Luxembourg,Chad,UTC+01:00
Luxembourg,Belgium,UTC+01:00
Luxembourg,Kosovo,UTC+01:00
Luxembourg,Republic of the Congo,UTC+01:00
Equatorial Guinea,Denmark,UTC+01:00
Equatorial Guinea,Cameroon,UTC+01:00
Equatorial Guinea,DR Congo,UTC+01:00
Equatorial Guinea,Czechia,UTC+01:00
Equatorial Guinea,Vatican City,UTC+01:00
Equatorial Guinea,Austria,UTC+01:00
Equatorial Guinea,Norway,UTC+01:00
Equatorial Guinea,Central African Republic,UTC+01:00
Equatorial Guinea,Slovakia,UTC+01:00
Equatorial Guinea,Angola,UTC+01:00
Equatorial Guinea,Malta,UTC+01:00
Equatorial Guinea,Nigeria,UTC+01:00
Equatorial Guinea,Albania,UTC+01:00
Equatorial Guinea,Serbia,UTC+01:00
Equatorial Guinea,Poland,UTC+01:00
Equatorial Guinea,Chad,UTC+01:00
Equatorial Guinea,Belgium,UTC+01:00
Equatorial Guinea,Kosovo,UTC+01:00
Equatorial Guinea,Republic of the Congo,UTC+01:00
Denmark,Cameroon,UTC+01:00
Denmark,DR Congo,UTC+01:00
Denmark,Czechia,UTC+01:00
Denmark,Vatican City,UTC+01:00
Denmark,Austria,UTC+01:00
Denmark,Norway,UTC+01:00
Denmark,Central African Republic,UTC+01:00
Denmark,Slovakia,UTC+01:00
Denmark,Angola,UTC+01:00
Denmark,Malta,UTC+01:00
Denmark,Nigeria,UTC+01:00
Denmark,Albania,UTC+01:00
Denmark,Serbia,UTC+01:00
Denmark,Poland,UTC+01:00
Denmark,Chad,UTC+01:00
Denmark,Belgium,UTC+01:00
Denmark,Kosovo,UTC+01:00
Denmark,Republic of the Congo,UTC+01:00
Cameroon,DR Congo,UTC+01:00
Cameroon,Czechia,UTC+01:00
Cameroon,Vatican City,UTC+01:00
Cameroon,Austria,UTC+01:00
Cameroon,Norway,UTC+01:00
Cameroon,Central African Republic,UTC+01:00
Cameroon,Slovakia,UTC+01:00
Cameroon,Angola,UTC+01:00
Cameroon,Malta,UTC+01:00
Cameroon,Nigeria,UTC+01:00
Cameroon,Albania,UTC+01:00
Cameroon,Serbia,UTC+01:00
Cameroon,Poland,UTC+01:00
Cameroon,Chad,UTC+01:00
Cameroon,Belgium,UTC+01:00
Cameroon,Kosovo,UTC+01:00
Cameroon,Republic of the Congo,UTC+01:00
DR Congo,Czechia,UTC+01:00
DR Congo,Vatican City,UTC+01:00
DR Congo,Austria,UTC+01:00
DR Congo,Norway,UTC+01:00
DR Congo,Central African Republic,UTC+01:00
DR Congo,Slovakia,UTC+01:00
DR Congo,Angola,UTC+01:00
DR Congo,Malta,UTC+01:00
DR Congo,Nigeria,UTC+01:00
DR Congo,Albania,UTC+01:00
DR Congo,Serbia,UTC+01:00
DR Congo,Poland,UTC+01:00
DR Congo,Chad,UTC+01:00
DR Congo,Belgium,UTC+01:00
